id,product-name,console-name,price-in-pennies,include-string,condition-string,sku,notes,cost-basis-in-pennies,quantity,date-entered,date-purchased,grading-company,grading-cert-id,folder
10026682,Mandibuzz #64,Pokemon White Flare,17,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
11815948,Mega Meganium ex #10,Pokemon Ascended Heroes,280,Ungraded,Normal wear,,,0,1,2026-04-01,2026-04-01,,,Green collection
11748965,Mega Zygarde ex #46,Pokemon Japanese Nihil Zero,175,Ungraded,Normal wear,,,0,1,2026-03-04,2026-03-04,,,
10669974,Wally's Compassion #186,Pokemon Mega Evolution,2234,Ungraded,Normal wear,,,0,1,2026-03-17,2026-03-17,,,
4830318,Psyduck,Pokemon Japanese Old Maid,1836,CGC 10,Normal wear,,,0,1,2026-03-19,2026-03-19,CGC,,
10026906,Lampent [Poke Ball] #17,Pokemon White Flare,199,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
11748975,Doublade #56,Pokemon Japanese Nihil Zero,156,Ungraded,Normal wear,,,0,1,2026-03-04,2026-03-04,,,
11466584,Reshiram Ex [Stamped] #20,Pokemon White Flare,170,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,
7800252,Pikachu ex #219,Pokemon Surging Sparks,2765,Ungraded,Normal wear,,,0,1,2026-04-13,2026-04-13,,,
10026822,Jellicent ex #168,Pokemon White Flare,2701,Ungraded,Normal wear,,,0,1,2026-04-01,2026-04-01,,,White flare
10026635,Litwick #16,Pokemon White Flare,20,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
12117912,Chatot #1002,Pokemon Chinese Gem Pack 4,0,Ungraded,Normal wear,,,0,1,2026-03-10,,,,
10026693,Herdier #75,Pokemon White Flare,25,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10026639,Oshawott #21,Pokemon White Flare,99,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10616239,Shuckle #136,Pokemon Mega Evolution,596,Ungraded,Normal wear,,,0,1,2026-04-03,2026-04-03,,,
10026683,Deino #65,Pokemon White Flare,16,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
11302561,Dustox #195,Pokemon Japanese Mega Dream ex,238,Ungraded,Normal wear,,,0,1,2026-03-10,,,,
10026841,Scrafty [Reverse] #58,Pokemon White Flare,20,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
11748964,Tyrantrum #44,Pokemon Japanese Nihil Zero,194,Ungraded,Normal wear,,,0,1,2026-03-04,2026-03-04,,,
10026897,Shelmet [Poke Ball] #8,Pokemon White Flare,27,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
12351395,Turtwig #40,Pokemon Promo,767,Ungraded,Normal wear,,,0,1,2026-05-25,,,,
10026948,Zoroark [Poke Ball] #62,Pokemon White Flare,70,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10026697,Antique Plume Fossil #79,Pokemon White Flare,12,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
11068976,Empoleon ex #114,Pokemon Phantasmal Flames,223,Ungraded,Normal wear,,,0,1,2026-03-18,2026-03-18,,,
10026637,Chandelure #18,Pokemon White Flare,93,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10026701,Harlequin #83,Pokemon White Flare,25,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
11748936,Turtonator #17,Pokemon Japanese Nihil Zero,136,Ungraded,Normal wear,,,0,1,2026-03-04,2026-03-04,,,
10026951,Deino [Poke Ball] #65,Pokemon White Flare,79,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
11749004,Naveen #74,Pokemon Japanese Nihil Zero,150,Ungraded,Normal wear,,,0,1,2026-03-04,2026-03-04,,,
10047341,Oshawott [Poster Holo] #21,Pokemon White Flare,134,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
8871296,N's Reshiram #167,Pokemon Journey Together,1618,Ungraded,Normal wear,,,0,1,2026-03-04,2026-03-04,,,
10026657,Yamask #39,Pokemon White Flare,4,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
2771186,Gengar VMAX #157,Pokemon Fusion Strike,4600,Ungraded,Normal wear,,,0,1,2026-04-07,2026-04-07,,,
10026624,Deerling #6,Pokemon White Flare,10,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10026817,Roggenrola [Reverse] #46,Pokemon White Flare,14,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
11748966,Gastly #47,Pokemon Japanese Nihil Zero,149,Ungraded,Normal wear,,,0,1,2026-03-04,2026-03-04,,,
10031739,Meloetta ex #159,Pokemon Black Bolt,234,Ungraded,Normal wear,,,0,1,2026-04-01,2026-04-01,,,
2618152,Flying Pikachu VMAX #7,Pokemon Celebrations,897,Ungraded,Normal wear,,,0,1,2026-03-18,2026-03-18,,,
10026855,Deino [Reverse] #65,Pokemon White Flare,17,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
11302403,Mega Froslass ex #36,Pokemon Japanese Mega Dream ex,110,Ungraded,Normal wear,,,0,1,2026-03-19,2026-03-19,,,
10027030,Boldore [Master Ball] #47,Pokemon White Flare,399,Ungraded,Normal wear,,,0,1,2026-04-03,2026-04-03,,,White flare
10026933,Roggenrola [Poke Ball] #46,Pokemon White Flare,28,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10026844,Sawsbuck [Reverse] #7,Pokemon White Flare,50,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10026688,Durant #70,Pokemon White Flare,141,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
11748957,Hippopotas #38,Pokemon Japanese Nihil Zero,187,Ungraded,Normal wear,,,0,1,2026-03-04,2026-03-04,,,
10026918,Blitzle [Poke Ball] #31,Pokemon White Flare,35,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10026665,Boldore #47,Pokemon White Flare,25,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
11748962,Tyrunt #43,Pokemon Japanese Nihil Zero,219,Ungraded,Normal wear,,,0,1,2026-03-04,2026-03-04,,,
10026725,Ducklett #109,Pokemon White Flare,2340,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-04,,,
10026792,Galvantula [Reverse] #34,Pokemon White Flare,15,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
8883282,Lillie's Clefairy Ex #173,Pokemon Journey Together,886,Ungraded,Normal wear,,,0,1,2026-04-23,2026-04-23,,,
11748928,Vivillon #9,Pokemon Japanese Nihil Zero,127,Ungraded,Normal wear,,,0,1,2026-03-04,2026-03-04,,,
10027041,Trubbish [Master Ball] #59,Pokemon White Flare,249,Ungraded,Normal wear,,,0,1,2026-04-03,2026-04-03,,,White flare
10026710,Chandelure #103,Pokemon White Flare,5635,Ungraded,Normal wear,,,0,1,2026-04-03,2026-04-03,,,White flare
10027014,Blitzle [Master Ball] #31,Pokemon White Flare,200,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10026829,Hilda #171,Pokemon White Flare,11922,Ungraded,Normal wear,,,0,2,2026-04-05,2026-04-05,,,
11748957,Hippopotas #38,Pokemon Japanese Nihil Zero,187,Ungraded,Normal wear,,,0,1,2026-03-04,2026-03-04,,,
10026908,Heatmor [Poke Ball] #19,Pokemon White Flare,189,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,
12117894,Relicanth #707,Pokemon Chinese Gem Pack 4,850,Ungraded,Normal wear,,,0,1,2026-03-09,2026-03-09,,,Green collection
7800243,Flapple #210,Pokemon Surging Sparks,408,Ungraded,Normal wear,,,0,1,2026-04-01,2026-04-01,,,Green collection
11748957,Hippopotas #38,Pokemon Japanese Nihil Zero,187,Ungraded,Normal wear,,,0,1,2026-03-04,2026-03-04,,,
11748975,Doublade #56,Pokemon Japanese Nihil Zero,156,Ungraded,Normal wear,,,0,1,2026-03-04,2026-03-04,,,
9432930,Team Rocket's Ariana #224,Pokemon Destined Rivals,597,Ungraded,Normal wear,,,0,1,2026-04-05,2026-04-05,,,
10026920,Joltik [Poke Ball] #33,Pokemon White Flare,40,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10026681,Vullaby #63,Pokemon White Flare,5,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
11068917,Mega Charizard X ex #13,Pokemon Phantasmal Flames,470,Ungraded,Normal wear,,,0,1,2026-06-06,2026-06-06,,,
10026864,Simisear [Reverse] #15,Pokemon White Flare,18,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
11748991,Core Memory #72,Pokemon Japanese Nihil Zero,150,Ungraded,Normal wear,,,0,1,2026-03-04,2026-03-04,,,
12172697,Alvida OP15-003,One Piece Japanese Adventure on Kami's Island,279,Ungraded,Normal wear,,,0,1,2026-04-22,2026-04-22,,,
10026805,Cofagrigus [Reverse] #40,Pokemon White Flare,20,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10026620,Leavanny #3,Pokemon White Flare,16,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10031742,Excadrill ex #160,Pokemon Black Bolt,100,Ungraded,Normal wear,,,0,1,2026-04-24,2026-04-24,,,
10031716,Conkeldurr [Master Ball] #49,Pokemon Black Bolt,700,Ungraded,Normal wear,,,0,1,2026-04-24,2026-04-24,,,
10026640,Dewott #22,Pokemon White Flare,15,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10026830,Mienshao [Reverse] #53,Pokemon White Flare,10,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10026917,Vanilluxe [Poke Ball] #29,Pokemon White Flare,45,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
9432777,Electivire ex #69,Pokemon Destined Rivals,148,Ungraded,Normal wear,,,0,1,2026-04-05,2026-04-05,,,
10616184,Mega Lucario ex #77,Pokemon Mega Evolution,378,Ungraded,Normal wear,,,0,3,2026-04-05,2026-04-05,,,
12087801,Mega Charizard X Ex #29,Pokemon Promo,698,Ungraded,Normal wear,,,0,1,2026-04-05,2026-04-05,,,
10026925,Sigilyph [Poke Ball] #38,Pokemon White Flare,175,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10026673,Purrloin #55,Pokemon White Flare,24,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
11748952,Meowstic #33,Pokemon Japanese Nihil Zero,145,Ungraded,Normal wear,,,0,1,2026-03-04,2026-03-04,,,
9432916,Ethan's Ho-Oh ex #209,Pokemon Destined Rivals,664,Ungraded,Normal wear,,,0,1,2026-04-12,2026-04-11,,,
10026656,Sigilyph #38,Pokemon White Flare,20,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10026700,Energy Retrieval #82,Pokemon White Flare,40,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10616244,Helioptile #143,Pokemon Mega Evolution,306,Ungraded,Normal wear,,,0,1,2026-04-05,2026-04-05,,,
10026667,Sawk #49,Pokemon White Flare,10,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
11748983,Fletchling #65,Pokemon Japanese Nihil Zero,150,Ungraded,Normal wear,,,0,1,2026-03-04,2026-03-04,,,
11223806,Mega Kangaskhan EX #25,Pokemon Promo,187,Ungraded,Normal wear,,,0,1,2026-04-05,2026-04-05,,,
10026653,Stunfisk #35,Pokemon White Flare,6,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
5809406,Raichu #26,Pokemon Scarlet & Violet 151,111,Ungraded,Normal wear,,,0,1,2026-04-05,2026-04-05,,,
10026658,Cofagrigus #40,Pokemon White Flare,40,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10026936,Archen [Poke Ball] #50,Pokemon White Flare,44,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,
10026696,Tornadus #78,Pokemon White Flare,30,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10031629,Beheeyem #121,Pokemon Black Bolt,504,Ungraded,Normal wear,,,0,1,2026-04-05,2026-04-05,,,
11302562,Budew #196,Pokemon Japanese Mega Dream ex,317,Ungraded,Normal wear,,,0,1,2026-03-10,,,,Green collection
844790,Ash's Pikachu #SM108,Pokemon Promo,3606,Ungraded,Normal wear,,,0,1,2026-05-30,2026-05-30,,,
12300274,Team Rocket's Energy [Prize Pack] #182,Pokemon Destined Rivals,40,Ungraded,Normal wear,,,0,1,2026-03-25,2026-03-25,,,
10026875,Antique Plume Fossil [Reverse] #79,Pokemon White Flare,4,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
12300890,Crobat #91,Pokemon Japanese Ninja Spinner,343,Ungraded,Normal wear,,,0,1,2026-03-21,2026-03-21,,,
887504,Piers #78,Pokemon Champion's Path,498,Ungraded,Normal wear,,,0,1,2026-03-17,2026-03-17,,,
10616270,Mega Gardevoir ex #60,Pokemon Mega Evolution,162,Ungraded,Normal wear,,,0,1,2026-04-05,2026-04-05,,,
3188390,Arceus V #166,Pokemon Brilliant Stars,5373,Ungraded,Normal wear,,,0,1,2026-04-02,,,,
7322549,Ceruledge ex #6,Pokemon Japanese Stellar Tera Starter Set Ceruledge ex,530,Ungraded,Normal wear,,,0,1,2026-03-19,2026-03-19,,,
10026966,Energy Retrieval [Poke Ball] #82,Pokemon White Flare,61,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10026690,Patrat #72,Pokemon White Flare,6,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10026652,Galvantula #34,Pokemon White Flare,10,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10026840,Scraggy [Reverse] #57,Pokemon White Flare,22,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
11302582,Ultra Ball #216,Pokemon Japanese Mega Dream ex,174,Ungraded,Normal wear,,,0,1,2026-03-10,,,,
10616267,Mega Kangaskhan ex #182,Pokemon Mega Evolution,5916,Ungraded,Normal wear,,,0,1,2026-04-06,2026-04-06,,,
10026947,Zorua [Poke Ball] #61,Pokemon White Flare,133,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
5809626,Zubat [Reverse Holo] #41,Pokemon Scarlet & Violet 151,50,Ungraded,Normal wear,,,0,1,2026-03-25,2026-03-25,,,
9432892,Shaymin #185,Pokemon Destined Rivals,1077,Ungraded,Normal wear,,,0,1,2026-04-05,2026-04-05,,,
11748974,Honedge #55,Pokemon Japanese Nihil Zero,169,Ungraded,Normal wear,,,0,1,2026-03-04,2026-03-04,,,
807277,Snorlax #140,Pokemon Sword & Shield,249,Ungraded,Normal wear,,,0,1,2026-04-05,2026-04-05,,,
10031762,Zekrom ex #172,Pokemon Black Bolt,55000,Ungraded,Normal wear,,,0,1,2026-03-31,2026-03-30,,,
10026727,Tepig #96,Pokemon White Flare,2300,Ungraded,Normal wear,,,0,1,2026-04-03,2026-04-03,,,White flare
10031612,Cryogonal #111,Pokemon Black Bolt,671,Ungraded,Normal wear,,,0,1,2026-04-05,2026-04-05,,,
10031734,Foongus #95,Pokemon Black Bolt,1564,Ungraded,Normal wear,,,0,1,2026-04-24,2026-04-24,,,
11748991,Core Memory #72,Pokemon Japanese Nihil Zero,150,Ungraded,Normal wear,,,0,1,2026-03-04,2026-03-04,,,
10026852,Mandibuzz [Reverse] #64,Pokemon White Flare,18,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
7800250,Milotic ex #217,Pokemon Surging Sparks,299,Ungraded,Normal wear,,,0,1,2026-03-17,2026-03-17,,,
10026699,Cheren #81,Pokemon White Flare,20,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10031707,Servine #88,Pokemon Black Bolt,3242,Ungraded,Normal wear,,,0,2,2026-04-01,2026-04-01,,,Green collection
1656562,Morpeko #SWSH031,Pokemon Promo,157,Ungraded,Normal wear,,,0,1,2026-04-05,2026-04-05,,,
10026859,Ferrothorn [Reverse] #69,Pokemon White Flare,6,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10026846,Garbodor [Reverse] #60,Pokemon White Flare,40,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10034561,Thundurus #209,Pokemon Promo,287,Ungraded,Normal wear,,,0,1,2026-04-05,2026-04-05,,,
11838775,Pikachu [2026 Pokemon Day] #51,Pokemon Temporal Forces,6500,Ungraded,Normal wear,,,0,10,2026-04-05,2026-04-05,,,
10026884,Vanillish [Reverse] #28,Pokemon White Flare,20,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10026854,Vullaby [Reverse] #63,Pokemon White Flare,17,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
5809645,Poliwag [Reverse Holo] #60,Pokemon Scarlet & Violet 151,61,Ungraded,Normal wear,,,0,1,2026-03-25,2026-03-25,,,
10026651,Joltik #33,Pokemon White Flare,16,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
11748967,Haunter #48,Pokemon Japanese Nihil Zero,179,Ungraded,Normal wear,,,0,1,2026-03-04,2026-03-04,,,
12351396,Chimchar #41,Pokemon Promo,675,Ungraded,Normal wear,,,0,1,2026-05-25,,,,
11748987,Antique Jaw Fossil #68,Pokemon Japanese Nihil Zero,150,Ungraded,Normal wear,,,0,1,2026-03-04,2026-03-04,,,
10026671,Mienshao #53,Pokemon White Flare,70,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
12368491,Mega Zygarde ex #124,Pokemon Perfect Order,17025,Ungraded,Normal wear,,,0,1,2026-04-08,2026-04-08,,,
11748924,Servine #5,Pokemon Japanese Nihil Zero,150,Ungraded,Normal wear,,,0,1,2026-03-04,2026-03-04,,,
10026851,Tepig [Reverse] #11,Pokemon White Flare,18,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10027052,Purrloin #136,Pokemon White Flare,1623,Ungraded,Normal wear,,,0,1,2026-04-03,2026-04-03,,,White flare
7800263,Cyrano #230,Pokemon Surging Sparks,427,Ungraded,Normal wear,,,0,1,2026-03-06,2026-03-05,,,
10026678,Garbodor #60,Pokemon White Flare,15,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10026807,Gothita [Reverse] #41,Pokemon White Flare,74,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10669969,Acerola's Mischief #183,Pokemon Mega Evolution,3081,Ungraded,Normal wear,,,0,1,2026-04-25,2026-04-24,,,
10026826,Archeops [Reverse] #51,Pokemon White Flare,28,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
11069054,Nymble #96,Pokemon Phantasmal Flames,168,Ungraded,Normal wear,,,0,1,2026-04-01,2026-04-01,,,Green collection
10026789,Joltik [Reverse] #33,Pokemon White Flare,28,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10026849,Virizion [Reverse] #10,Pokemon White Flare,23,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10026677,Scrafty #58,Pokemon White Flare,21,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10026879,Ducklett [Reverse] #25,Pokemon White Flare,32,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
11760286,Yveltal ex #98,Pokemon Japanese Nihil Zero,550,Ungraded,Normal wear,,,0,1,2026-03-04,2026-03-04,,,
10026829,Hilda #171,Pokemon White Flare,5450,Ungraded,Normal wear,,,0,1,2026-03-21,,,,White flare
10026623,Whimsicott ex #5,Pokemon White Flare,115,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
11068963,Meowth #106,Pokemon Phantasmal Flames,2650,Ungraded,Normal wear,,,0,1,2026-03-10,,,,Green collection
11748950,Mawile #31,Pokemon Japanese Nihil Zero,150,Ungraded,Normal wear,,,0,1,2026-03-04,2026-03-04,,,
10026695,Bouffalant ex #77,Pokemon White Flare,100,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10026853,Pignite [Reverse] #12,Pokemon White Flare,22,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10026636,Lampent #17,Pokemon White Flare,14,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10026793,Watchog #153,Pokemon White Flare,705,Ungraded,Normal wear,,,0,1,2026-04-03,2026-04-03,,,White flare
10026795,Woobat [Reverse] #36,Pokemon White Flare,25,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10026650,Zebstrika #32,Pokemon White Flare,21,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
7418486,Venusaur ex #1,Pokemon Stellar Crown,215,Ungraded,Normal wear,,,0,1,2026-04-07,2026-04-06,,,
6277144,Palafin #225,Pokemon Paldean Fates,222,Ungraded,Normal wear,,,0,1,2026-03-05,,,,
10026882,Vanillite [Reverse] #27,Pokemon White Flare,20,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
11748953,Spritzee #34,Pokemon Japanese Nihil Zero,150,Ungraded,Normal wear,,,0,1,2026-03-04,2026-03-04,,,
10026704,Tool Scrapper #85,Pokemon White Flare,40,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
12172725,"Just Watch Me, Ace OP15-021",One Piece Japanese Adventure on Kami's Island,142,Ungraded,Normal wear,,,0,1,2026-04-22,2026-04-22,,,
6775718,Blissey ex #201,Pokemon Twilight Masquerade,365,Ungraded,Normal wear,,,0,1,2026-05-16,2026-05-15,,,
10026641,Samurott #23,Pokemon White Flare,99,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10026720,Shelmet #93,Pokemon White Flare,637,Ungraded,Normal wear,,,0,1,2026-04-03,2026-04-03,,,White flare
11068961,Togedemaru #104,Pokemon Phantasmal Flames,208,Ungraded,Normal wear,,,0,1,2026-03-10,,,,Green collection
8927895,Scrafty #188,Pokemon Promo,199,Ungraded,Normal wear,,,0,1,2026-03-04,2026-03-04,,,
5809713,Ditto [Reverse Holo] #132,Pokemon Scarlet & Violet 151,218,Ungraded,Normal wear,,,0,1,2026-03-25,2026-03-25,,,
11748961,Barbaracle #42,Pokemon Japanese Nihil Zero,150,Ungraded,Normal wear,,,0,1,2026-03-04,2026-03-04,,,
11302564,Psyduck #199,Pokemon Japanese Mega Dream ex,2174,Ungraded,Normal wear,,,0,1,2026-03-19,2026-03-19,,,
10026660,Gothorita #42,Pokemon White Flare,10,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10026810,Bouffalant ex #162,Pokemon White Flare,198,Ungraded,Normal wear,,,0,1,2026-04-03,2026-04-03,,,White flare
7980083,Ceruledge #70,Pokemon Japanese Terastal Festival,192,Ungraded,Normal wear,,,0,1,2026-03-19,2026-03-19,,,
11748932,Fletchinder #13,Pokemon Japanese Nihil Zero,150,Ungraded,Normal wear,,,0,1,2026-03-04,2026-03-04,,,
11302575,Galarian Obstagoon #209,Pokemon Japanese Mega Dream ex,278,Ungraded,Normal wear,,,0,1,2026-03-17,2026-03-17,,,
7108745,Janine's Secret Art #88,Pokemon Shrouded Fable,504,Ungraded,Normal wear,,,0,1,2026-04-05,2026-04-05,,,
11760293,Tarragon #105,Pokemon Japanese Nihil Zero,314,Ungraded,Normal wear,,,0,1,2026-03-04,2026-03-04,,,
13025595,Prism Tower #111,Pokemon Chaos Rising,414,Ungraded,Normal wear,,,0,1,2026-05-29,2026-05-29,,,
12351391,Bulbasaur #37,Pokemon Promo,3500,Ungraded,Normal wear,,,0,1,2026-05-25,,,,
6385851,Mabosstiff ex #86,Pokemon Promo,87,Ungraded,Normal wear,,,0,1,2026-04-05,2026-04-05,,,
10026856,Zweilous [Reverse] #66,Pokemon White Flare,18,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10031755,Meloetta ex #167,Pokemon Black Bolt,3784,Ungraded,Normal wear,,,0,1,2026-04-05,2026-04-05,,,
10026669,Archeops #51,Pokemon White Flare,99,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10026819,Reshiram ex #166,Pokemon White Flare,19737,Ungraded,Normal wear,,,0,1,2026-04-03,2026-04-03,,,White flare
10031614,Emolga #112,Pokemon Black Bolt,1761,Ungraded,Normal wear,,,1065,1,2026-03-15,2026-03-15,,,Green collection
10026694,Stoutland #76,Pokemon White Flare,25,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
11302595,Mega Hawlucha ex #229,Pokemon Japanese Mega Dream ex,574,Ungraded,Normal wear,,,0,1,2026-04-05,2026-04-05,,,
10026644,Swanna #26,Pokemon White Flare,12,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10026890,Ignition Energy [Reverse] #86,Pokemon White Flare,145,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10027002,Chandelure [Master Ball] #18,Pokemon White Flare,890,Ungraded,Normal wear,,,0,1,2026-04-03,2026-04-03,,,White flare
11069008,Mega Lopunny ex #128,Pokemon Phantasmal Flames,1917,Ungraded,Normal wear,,,0,1,2026-04-05,2026-04-05,,,
11748994,Jacinthe #76,Pokemon Japanese Nihil Zero,193,Ungraded,Normal wear,,,0,1,2026-03-04,2026-03-04,,,
10026831,Victini #172,Pokemon White Flare,55625,Ungraded,Normal wear,,,0,1,2026-04-03,2026-04-03,,,White flare
6769503,Sinistcha ex #23,Pokemon Twilight Masquerade,149,Ungraded,Normal wear,,,0,1,2026-04-01,2026-04-01,,,Green collection
11815945,Erika's Tangela #7,Pokemon Ascended Heroes,96,Ungraded,Normal wear,,,0,1,2026-04-01,2026-04-01,,,Green collection
10026923,Woobat [Poke Ball] #36,Pokemon White Flare,50,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10026860,Durant [Reverse] #70,Pokemon White Flare,93,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
13025625,Froakie #88,Pokemon Chaos Rising,2121,Ungraded,Normal wear,,,0,1,2026-05-23,2026-05-22,,,
10026898,Accelgor [Poke Ball] #9,Pokemon White Flare,50,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
11748976,Aegislash #57,Pokemon Japanese Nihil Zero,133,Ungraded,Normal wear,,,0,1,2026-03-04,2026-03-04,,,
10026642,Basculin #24,Pokemon White Flare,10,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
11816184,Mega Froslass ex #265,Pokemon Ascended Heroes,1450,Ungraded,Normal wear,,,0,1,2026-03-11,2026-03-11,,,
10026796,Stunfisk [Reverse] #35,Pokemon White Flare,25,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
11302593,Mega Diancie ex #227,Pokemon Japanese Mega Dream ex,642,Ungraded,Normal wear,,,0,1,2026-03-10,,,,
10669966,Mega Lucario Ex #179,Pokemon Mega Evolution,21988,Ungraded,Normal wear,,,0,1,2026-03-23,2026-03-23,,,
11748968,Gengar #49,Pokemon Japanese Nihil Zero,256,Ungraded,Normal wear,,,0,1,2026-03-04,2026-03-04,,,
